1	5004
0	2251
1	1707
0	256
1	366
0	629
1	356
0	633
1	711
0	277
1	719
0	274
1	347
0	641
1	710
0	286
1	345
0	642
1	341
0	662
1	334
0	651
1	697
0	295
1	691
0	303
1	335
0	652
1	694
0	296
1	697
0	297
1	333
0	654
1	336
0	660
1	684
0	307
1	327
0	661
1	327
0	665
1	326
0	662
1	684
0	303
1	326
0	665
1	690
0	307
1	318
0	669
1	681
0	308
1	327
0	665
1	324
0	662
1	327
0	671
1	317
0	665
1	327
0	663
1	685
0	307
1	678
0	317
1	683
0	303
1	316
0	676
1	681
0	307
1	685
0	307
1	314
0	682
1	315
0	669
1	316
0	682
1	668
0	317
1	5610
0	2326
1	1638
0	329
1	297
0	694
1	296
0	692
1	662
0	329
1	665
0	325
1	296
0	692
1	664
0	327
1	297
0	689
1	306
0	690
1	297
0	687
1	671
0	327
1	661
0	326
1	297
0	698
1	661
0	327
1	661
0	331
1	305
0	683
1	303
0	683
1	666
0	335
1	299
0	687
1	298
0	689
1	306
0	684
1	660
0	329
1	307
0	680
1	665
0	328
1	308
0	683
1	664
0	328
1	306
0	684
1	299
0	695
1	304
0	683
1	307
0	677
1	308
0	683
1	671
0	317
1	674
0	326
1	662
0	329
1	298
0	689
1	664
0	328
1	664
0	326
1	302
0	687
1	306
0	681
1	307
0	684
1	670
0	317
1	5604
0	2332
1	1642
0	326
1	297
0	685
1	304
0	684
1	665
0	333
1	653
0	337
1	301
0	688
1	665
0	327
1	295
0	695
1	299
0	690
1	297
0	693
1	660
0	328
1	664
0	326
1	297
0	689
1	664
0	329
1	662
0	327
1	302
0	691
1	307
0	684
1	661
0	329
1	308
0	687
1	295
0	694
1	298
0	690
1	663
0	328
1	297
0	691
1	664
0	327
1	300
0	694
1	657
0	334
1	298
0	692
1	298
0	692
1	298
0	694
1	299
0	682
1	307
0	684
1	660
0	337
1	654
0	333
1	662
0	326
1	306
0	691
1	658
0	328
1	662
0	327
1	297
0	700
1	288
0	695
1	297
0	693
1	664
0	327
1	5590
0	2355
1	1614
0	357
1	268
0	722
1	269
0	716
1	632
0	357
1	634
0	364
1	258
0	726
1	630
0	363
1	268
0	722
1	265
0	726
1	266
0	722
1	630
0	356
1	633
0	362
1	268
