1	5001
0	2254
1	1695
0	262
1	363
0	628
1	363
0	631
1	715
0	276
1	714
0	275
1	357
0	634
1	716
0	275
1	353
0	644
1	343
0	648
1	339
0	648
1	696
0	292
1	698
0	296
1	336
0	656
1	697
0	294
1	695
0	295
1	327
0	669
1	322
0	667
1	677
0	311
1	323
0	668
1	323
0	664
1	323
0	666
1	331
0	667
1	323
0	662
1	686
0	305
1	683
0	304
1	691
0	305
1	320
0	668
1	324
0	665
1	322
0	676
1	313
0	674
1	313
0	676
1	674
0	314
1	677
0	321
1	668
0	324
1	313
0	647
1	702
0	314
1	674
0	315
1	677
0	314
1	310
0	685
1	303
0	683
1	315
0	669
1	5622
0	2327
1	1633
0	322
1	304
0	693
1	295
0	696
1	661
0	324
1	667
0	329
1	294
0	691
1	663
0	333
1	294
0	687
1	301
0	688
1	303
0	692
1	666
0	324
1	665
0	325
1	307
0	680
1	665
0	323
1	676
0	320
1	304
0	681
1	306
0	685
1	669
0	324
1	305
0	682
1	314
0	677
1	311
0	678
1	306
0	685
1	303
0	688
1	670
0	324
1	667
0	323
1	664
0	326
1	304
0	683
1	304
0	688
1	304
0	683
1	304
0	685
1	309
0	685
1	666
0	320
1	668
0	323
1	672
0	326
1	304
0	678
1	673
0	326
1	657
0	332
1	658
0	334
1	303
0	682
1	305
0	688
1	301
0	687
1	5601
0	2338
1	1627
0	344
1	284
0	698
1	292
0	697
1	649
0	340
1	658
0	343
1	284
0	703
1	644
0	343
1	291
0	705
1	284
0	702
1	284
0	704
1	652
0	343
1	645
0	344
1	286
0	705
1	649
0	341
1	648
0	344
1	284
0	703
1	296
0	698
1	644
0	343
1	283
0	707
1	283
0	707
1	285
0	701
1	283
0	714
1	284
0	703
1	645
0	343
1	651
0	345
1	638
0	349
1	285
0	710
1	276
0	714
1	275
0	708
1	281
0	714
1	285
0	698
1	646
0	343
1	655
0	343
1	638
0	353
1	281
0	707
1	639
0	350
1	640
0	352
1	643
0	352
1	274
0	715
1	280
0	714
1	273
0	711
1	647
0	20
1	4907
0	2360
1	1610
0	353
1	270
0	726
1	275
0	711
1	637
0	352
1	643
0	352
1	274
0	707
1	644
0	350
1	285
0	704
1	286
0	705
1	285
0	702
1	646
0	342
1	652
0	343
1	284
0	701
1	647
0	342
1	654
0	342
1	285
0	699
1	291
0	700
1	656
0	338
1	284
0	706
1	285
0	703
1	294
0	694
1	292
0	695
1	295
0	695
1	659
0	333
1	652
0	343
1	656
0	335
1	285
0	695
1	295
0	696
1	300
0	694
1	294
0	692
1	294
0	694
1	662
0	333
1	656
0	333
1	663
0	333
1	293
0	693
1	656
0	342
1	652
0	334
1	656
0	333
1	290
0	696
1	304
0	685
1	305
0	679
1	5601
0	2339
1	1628
0	334
1	295
0	695
1	295
0	699
1	646
0	345
1	646
0	334
1	296
0	707
1	658
0	331
1	290
0	697
1	293
0	695
1	295
0	698
1	654
0	334
1	658
0	340
1	294
0	687
1	665
0	334
1	650
0	335
1	301
0	689
1	296
0	698
1	653
0	336
1	295
0	696
1	295
0	688
1	302
0	686
1	303
0	694
1	294
0	695
1	654
0	333
1	660
0	333
1	655
0	334
1	295
0	693
1	304
0	692
1	293
0	694
1	294
0	695
1	304
0	683
1	668
0	325
1	665
0	324
1	666
0	330
1	295
0	689
1	665
0	325
1	659
0	334
1	660
0	334
1	295
0	695
1	294
0	697
1	294
0	685
1	5610
0	2323
1	1640
0	331
1	286
0	707
1	286
0	704
1	655
0	333
1	652
0	333
1	294
0	701
1	656
0	333
1	295
0	697
1	294
0	697
1	287
0	706
1	656
0	330
1	657
0	333
1	294
0	692
1	666
0	334
1	653
0	334
1	294
0	695
1	293
0	695
1	664
0	328
1	296
0	696
1	300
0	685
1	303
0	693
1	294
0	696
1	293
0	693
1	656
0	334
1	665
0	324
1	661
0	331
1	304
0	686
1	294
0	698
1	301
0	686
1	295
0	693
1	304
0	687
1	665
0	324
1	666
0	330
1	657
0	334
1	295
0	694
1	658
0	334
1	653
0	332
1	667
0	319
1	309
0	687
1	303
0	683
1	304
0	686
1	5606
0	2332
1	1634
0	335
1	281
0	700
1	295
0	696
1	657
0	334
1	654
0	333
1	296
0	697
1	653
0	343
1	284
0	702
1	292
0	690
1	305
0	694
1	656
0	334
1	652
0	333
1	295
0	696
1	658
0	333
1	666
0	330
1	294
0	694
1	295
0	692
1	658
0	334
1	309
0	679
1	304
0	691
1	294
0	694
1	303
0	682
1	304
0	686
1	663
0	333
1	656
0	331
1	667
0	324
1	303
0	683
1	305
0	689
1	301
0	690
1	297
0	692
1	304
0	686
1	666
0	324
1	658
0	334
1	665
0	324
1	305
0	684
1	660
0	333
1	647
0	346
1	658
0	335
1	296
0	688
1	303
0	685
1	308
0	683
1	5596
0	2339
1	1629
0	332
1	292
0	700
1	291
0	701
1	650
0	341
1	653
0	333
1	295
0	693
1	664
0	329
1	293
0	702
1	293
0	696
1	293
0	695
1	651
0	341
1	653
0	339
1	293
0	693
1	660
0	332
1	654
0	333
1	298
0	693
1	293
0	691
1	665
0	331
1	303
0	693
1	292
0	694
1	300
0	694
1	292
0	691
1	302
0	691
1	657
0	332
1	662
0	334
1	660
0	323
1	303
0	688
1	303
0	692
1	302
0	683
1	303
0	683
1	305
0	690
1	664
0	328
1	663
0	321
1	668
0	332
1	292
0	693
1	661
0	331
1	665
0	327
1	664
0	321
1	303
0	687
1	308
0	683
1	303
0	682
1	5608
0	2333
1	1634
0	331
1	294
0	692
1	290
0	702
1	653
0	337
1	654
0	332
1	293
0	699
1	655
0	342
1	289
0	691
1	304
0	690
1	290
0	703
1	650
0	341
1	654
0	333
1	299
0	693
1	655
0	329
1	664
0	332
1	292
0	700
1	294
0	691
1	659
0	331
1	302
0	689
1	301
0	687
1	303
0	686
1	304
0	693
1	299
0	693
1	663
0	327
1	663
0	322
1	660
0	331
1	302
0	691
1	301
0	686
1	302
0	689
1	302
0	688
1	302
0	687
1	664
0	323
1	670
0	322
1	664
0	332
1	300
0	683
1	671
0	327
1	662
0	321
1	670
0	322
1	302
0	691
1	298
0	687
1	302
0	689
1	5605
0	2337
1	1624
0	337
1	293
0	692
1	291
0	697
1	662
0	332
1	660
0	332
1	293
0	700
1	653
0	331
1	292
0	698
1	293
0	703
1	290
0	697
1	655
0	338
1	654
0	332
1	293
0	700
1	655
0	332
1	660
0	331
1	293
0	699
1	294
0	695
1	662
0	332
1	293
0	693
1	295
0	697
1	293
0	690
1	302
0	686
1	302
0	695
1	663
0	322
1	661
0	332
1	664
0	334
1	299
0	685
1	303
0	690
1	303
0	684
1	303
0	689
1	302
0	685
1	662
0	334
1	657
